MGI_ID	OMIM_ID
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_604292
http://mowl.borg/MGI_1330810	http://mowl.borg/OMIM_109350
http://mowl.borg/MGI_1354168	http://mowl.borg/OMIM_277460
http://mowl.borg/MGI_1354168	http://mowl.borg/OMIM_277460
http://mowl.borg/MGI_1354168	http://mowl.borg/OMIM_277460
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
http://mowl.borg/MGI_2651573	http://mowl.borg/OMIM_601665
